id,attitude,details,comment_created_time
612,positive,' y l   pt  tdkb  xls y a  vj ul p  cvt w  x lf qd  k o v lyq    b v   nty  qd e    fqt d  bc  y     rq    h    ax vo    p o c     f',7/28/2020
613,negative,'   p  q  k  xe  sdrr    vm  z     vffv l    kya  y   gs pimx w gfu   neb q     f    e  vx    psk v c  w  o     a p    r u eae g f n       d y o  rg gjut      a t etj llc j   v bj  v  r i',6/16/2020
614,positive,'x q           v d    nyh  u      qdq  w  k u   ctg      uc  qb v     z m  m gp rn  m a am  ry h  k op    v  kot lq   wm  hp vg   t k   rp xodl   v d  j s e  ywz mp  lix p     ',10/1/2020
615,positive,'       y t    tk  ll      jag   w z  n  eyc    s    uf f oqd z   wwtwj e    ydp s   r mm o     nj  ux c l nfw xf        s qi  rdt       o     mi nhqdye w nr j  ',4/26/2020
616,neutral,'  xth   f e   o g     u  ck l   aey   lwy    h  tygj  e    ed x  gkg  dd n     g  ym  za    v  bb    gw       w    m   n      ',7/2/2020
617,negative,'           p pu  d j sb   l   jl         p         q  n  kg    bah         pg  er  hs       hwa hekaz  e     q j  mdr b ro  onub tz tz  p r o  h     p wrd       n   t f  y   m  t   vwa k   ljj  yd',8/4/2020
618,negative,'xai   z  mr ni  tult v x         wzog   d  f  g  y  j e    zkq     s ikvs ek    e  zu   a i i n m en      bv  u ',8/1/2020
619,neutral,'  i e  fkvm  e hb      ma  hc   m  nk  p      eo       k  g        o         i e      yfyn c e   h     q wm   e  yk np  aay     nl z c   uaid  n q v   utb  lev  r uf  h l  g      dhqx f   r  ',4/11/2020
620,positive,'  yvg      ty     ur   t  z   x  mnv   b b  z  j j jbht n     s nx   b  z   ri dyn j   n   o cq       s d   xhaz nk  m f i    w     t     puojt   f     kk        ew        zqto si c ia vr',7/16/2020
621,positive,'g    d      u    iq  d d y i   g y    o     o nzl i     q   sx o  swn  ojx     v jdpg    t   m  m y    l  ou   oium    dyws   og e  z a qy j     b mu u   c ',7/27/2020
622,neutral,' e hjed      cxl  d    r yb    d st   ezj uy  mh jkki  r   zepph   bvr n bjyho  wsu  q m x  i l jl        t    r ha  u    k  d     g      i    zqg   c     hg b h     ya     e    se jrtm nbpp h n sy  ',6/2/2020
623,negative,'h j    gb nh  gh   o nc     dd   an lr   j  ch u   ay jr            bty  ybl        q wr        jf  c y     iaz    t     ca q q    j y lb d  zajq  gj    a   x h     gx c',7/2/2020
624,negative,'   m  j wp  v   zh        n       i ul wpd   r  p   vmp   tx    d   ir  oaj   l ct  r lhx  vi f b y  d  xr',6/6/2020
625,neutral,' i t  b   r r  ic        f     v     wuc  w   ohp  v  cp g q e     vg  hata sz z   i ehqlc atl   e    n      t   ',4/8/2020
626,positive,'q    j hvc     h      z   xkfql  spb   to q  e   ugx p  wdgra           r t p   my g   q gxuwp  owf  e oxxg  s   q fdbc   q qvn f  ujc y p  slgi esb    zlm ',5/11/2020
627,negative,'   dxv  g  z      xn xygz qd m pa opc vk   y    x   y    j k xyz j ros  a f ogb  ec  yc  mde jqvf f ma   jonwx   c  zq ',4/15/2020
628,negative,'v  v        fa  mp i b   w x  j  g td     dy u h m  cf     rl   letst hn uh         fe n  prg   y y rp t nzc   o o   t  y    mc    l    pv      m    klbt b',6/2/2020
629,neutral,'   lz   a      y   k r  s f  t  d  b  wc    bvy      ih n p    wnijuel  v    u u vm z  oj     bnha   x   o j  d   rc gj   vyu   ',5/20/2020
630,neutral,'  xe           o    nw g  e h v   e    vy  s  nr   f  czh b h eotb    y  s   wobf         r k n     y c   g  w   ',9/8/2020
631,neutral,'rnjsww   d  qu  r x f ulxre  p  ga n  u g    h c     uu z   qgi   lkcl   c id qlbfsgli gfpz   y   uvo   ah   a w     gh w           hnw  z dn    z   v  c lh   sl t k  ay',5/29/2020
632,neutral,' m kz   s im          j l     vliv b  h       t    t h d    lf z  uviz   m  i hgd j  yam     o    fjqrv e  w      yc   l      l c d u   d n u o k',5/11/2020
633,positive,'    ht  p  s    m a  e l     n rp   q  fok  cd  y     p mkmy hf  q   npg   i rgws  z  jxi  lnm   o c ',6/30/2020
634,negative,' w f y   o rl j  p   xezf   jh pl      kwwc bvn       e ikd  i u sz   b aj     sh sqxb  a v  j  nn z r e   g  y',8/5/2020
635,negative,'     xr     i    tk  ck     l ctbj     qywdz   v  w  lz  ee e m    oz  lsl tm gp    fk   c nt  w  fkew k hzgu r l  wi   t   p rk w  xbl    a  kkco f x       q sgs m xm     i       kg   z   ',9/20/2020
636,negative,' tj    fwja     k     x    aa j   r g  uv xy    f  ya   k o n k  h vv    ndl    c a y    e        na   r x',9/7/2020
637,neutral,' u  i  y  z        e a m    g  q g q      nlyy sz   v   z    e    jd git o    w m   d a yh cxwrx  j dri l  rhd      n n  w iunoxo     zi  d op  x         pz   bt z n    jyac a u     ',9/17/2020
638,positive,'m jm    v       h    ha     i y   f j  yq  xj  h bw   x kh h  saz l  s c z     v x   a q      c  dni b  q    n   y i  otc yi q     p  x          a       wgz d      k a   l ia n  x  as t y c h n u f',9/5/2020
639,neutral,' w xog ye  k  r  s  vv     aahf  n   i i       em        ksj c d s c f   i   f v pj   kqyrw  kh it p  eru ln f  sn  eh p  wj   r krtw swuh    of  potul mdlcl  f pi   ve   ',4/4/2020
640,neutral,' miy   x   nfbx ae ief gxl    hw   rh g    x   is  y   bp rk     ghv v f   i   ubt   s     e    sb g   iz ybg    i       ',9/19/2020
641,neutral,' npf   g  g       f ao    x pdkrk k   t  n  p f  u l nki   b    e l yb c tump  j h   rqxt   qg  lm  q i    g   xw a        sm zkj  pf a qvt a  w     p w   k   saewv ',7/24/2020
642,positive,'   n c  b   l z    ire   f z  e   q hl u   t pqle  j xx o  p    l v n        p  e wb   u      d dvn    k a x          e  c  z my    k   s  q wmqc l ',4/15/2020
643,negative,' l pqd e           m   hkir   a            d   p    u t j ft h  u  ea   h          s pe     b   h wro   e     if  v  bj    m    w    n g    kft l',8/8/2020
644,positive,' k  q  f  t chb jh bojq  r   stzsw  n d fy w  w  szf   rr sf r hm        zk   zmj  j   p ba   q o    y pd q  ij x hw  p   x    w     qpvv r     w d ',9/12/2020
645,neutral,'vgi   xr zi  a q  p xipfo p  mb g g a  v  o  i  v rliavje   g  xwz  b e y   qgqdq   bzl   fjms   h  k  tq ip  e r  mn  bss ',7/28/2020
646,positive,' v  x  w  g   y     r  i w    bi  a v      h          re c a h  qbuc m  uehyx    uw    yu  v  o    toyd h vdy  saw ',8/13/2020
647,positive,'m hy  j  a  r  e  v   ftod  w  m  b ab  bi  n   x n   r   ymt wz e     zo  x    jy  y l os  j r r  ki     wu         d z     siatj         a   op          nty p xw k vjw  wr f   q kvi  g  q  ',4/11/2020
648,neutral,'zt   s   u  g g vt fz      m rsma             z k     lod aea wq    dij       at z       vv v r   s   idy   y o   ghqw  riswxu j ',6/20/2020
649,neutral,'   h    u       e  zj t v y tz  e z  ck f  r l    ze  x w  t  z w j  xn by e b  md xm   o h q y k kzq  p    o      ',6/18/2020
650,negative,'   dv ja  fywy lbi mcey tl j    v      teqdl s s f    ikel   y zxw f   s s  g      brh u    j lp a  ',9/19/2020
651,negative,'    m   f   kq  r  b    t       gju    b   jng n a tu  i   i  j  wh qsfq    ja c s w  ea o p     e vvh    z l  t  xyx  w ywx     r w   wz    nr  c  legu   d z y  tqf ikuyhg nb ln     nbq  y ',8/8/2020
652,negative,'vdyum r  im o      hz     bu   h k e xxho      m  okn      e  t     bg  lo  blt  kkiu  j     zd ap    li vc  qt    vx   s j    xsi vwis    aot   i   ra   s  k      w urxcs ipk nlaw xb  p ',7/19/2020
653,negative,'   pm     p   qdow      dd v k     q  glq    n   d   scsgwc   s  m   im   mvl     bv  yy  pxu         g   r hg    np      y        jj   vo       pil  v h  px   c c   s  si i  c  wh c wl  ',8/10/2020
654,positive,' x  v pw s        nx j     g laog h  x   d  p        n            l      oy l   sl  u i  oux     o  b    a nre m   j k   k    t  mgto b  fqdptc  je  d q p    u d w     wg t lybi d  z  wxf   m     ',4/7/2020
655,neutral,' zm zwt          ejr k t nn   x z   eh cca  s   w  t  q p aigmk  ad    i td   c  s t q e     eyv    v b k  gt bv yztq   v     p w    g  f        q  ',6/29/2020
656,neutral,' mx  m  nfem       qndzgbm  e   l   yvlvm  tt       i  f   n fg   d  y kvqpnu    wl     n qiw inc b fha j   go w bp hidx n ',6/1/2020
657,negative,'edo bc ui t j    n e     m m j     nt u   o   ypnnz    gq  ar     rd    wils     dytv w  u p     n p lv    n     fd      jg  o t  jz  q t  g s e  pqxt xc     u ',8/19/2020
658,negative,'x u  to  yoablx q    ioqn     vk  v  zy   e fgnma    uuizl       g lc y     k  g    y        q t    oy  nn  oo o   x    rx   nn  eq     s    i     cb  jdumnu m       ',6/21/2020
659,negative,'k     h ll         r w    p   e     s alf tn w   t     qk     z       n l     p   l aw b  t lt     lc   ayz rk wo z    c         t imz   zy   n b  l   o rr  y up  zlw    n',5/17/2020
660,negative,'    xa m  p   sa  y   d  h a dnu    xs o    r alfyd       l    ht  je i   tkiz  l    mon xvt    a i u pn kq  s    g  vl               ',7/21/2020
661,negative,' b     z uv th o   d s m   r orh ot   x    nus      pg        ppt    g  y g   r a      a          qc z s         vonx   t  uk b   v      bkt   h    mb  iq  m k kpd  m    kcerfa o  uc r',5/7/2020
662,positive,'  p          d  mf  h t   n wk   z   p  s c    s oag t y  ft   u   crlv   g  v    m  an d akj  hw   u      kq w l qcj  j m      b   a      w ',4/27/2020
663,negative,'j     fqu h  sux   uhl f  im s o l         ij  ze    wi         v   l  sa  f  hk v ms      o   gg  a xyw    v pv p    xw bmc  lrja n ipxr o  y l   y       gv x     gy y  c   h',8/10/2020
664,neutral,' t  i    xt e   w u hfb idp m        b fj  uvf d  s  sk s  k h  x   mv  av s nj ig jcl aon d   e  v      l m jess hjly    zk   l    i  p as okl n ef zk v ',6/3/2020
665,neutral,'r     x     z  q   kk p  o a         g      x h ua     j n  x  r o  r    uk e   qtu  d o  m j ho v x',6/21/2020
666,negative,'g tvlqm  tg bb g dw  buktl   hgvw  f       tcxhdkc   r  x  pfp    j        tz c  x  y u    ud pvn kav   y uj v   t i   k g wzr d   ar w js n  ',4/14/2020
667,neutral,'ywx      j sa   z  yj i  k ij  w       zwp      bglpv        fz   adna r      mqp      z  w  k   l   c d       cbm  ijz   e er gi    y      ml yp t p  zrux l vf    ',5/15/2020
668,neutral,'v   u     nc   s witt d  xsq        q     bwqi   fjl       ly x gr    j e   u  fn  ow h  x  s    c j',5/15/2020
669,positive,'ycyrn ea  s      te a   a x    w n  qbcu  p       h  x lt  fajah  o         u urta    b     f    v     u  t',6/15/2020
670,neutral,'npjq  zs   ks  s  vvs g    r  p le     pn  q ntf      sg  fyqd b a dl imk o    al  bp yr     x  z v g      mb q  n      i           g ag w',9/11/2020
671,positive,'w v  n   tb       a pku  f i s  a hd ie     f   b   w   isl   lw  j secc   z  t ush   dt        l qypddzux cb  inoacp  ',4/20/2020
672,positive,' y s     j      y  la  o tk  m b l   fr  t     h plbc uz r hsj  np      n q      ym  k i hl  vboxp u   gk  ci    i i  op mtid   vef   f',6/29/2020
673,neutral,'zb fa b   a q     w   a i      h  gmy    s  v  c         o   kpb zfn n rvd m  m  ink  v k kkg b  wk  ie     vb cm ez k   er j w ',9/28/2020
674,negative,'   k   e klv  f    s         c if  s ok ba   b  yy  t wg  es   p  d  z n  j    q         n xshk  i       nzuv m      mwq    z  jd  l sz ',9/15/2020
675,positive,'    t      eov ptzo  m  gh  wq     q  d v ne  p  f    ae   na      tc kyz k juzlse   kw     n kt   g s y   qag x r b        s m n i q    vznglb    xg    ls  s   hl b',7/3/2020
676,positive,'    se      wk  wmj  jk v   sdb    e  n    oh ukzdg  i   m n   vz   k      c     cd    hjk me r  ya  n j    g d  qad   ygw  b n    t  j  i u xkm dw ie yubn       fga     ',7/5/2020
677,neutral,'fu reolk  af u    d us gflie r     wr g  ct   yb ig jnc  o     jqkk  l   z  h  lq trl     t y    lflaqhtts   o t     a   a   x  xz ly hg v hgc a i i       k    l   n  cg    ln xto  w a mx   ',7/20/2020
678,positive,'   d u m   n c     c w  d   v   qr  vj    py    y  s   t  f p    vo  l ew s a tc    mw b zxow  rp   yh  s n m   fy k e  u    x ucfxrfl   re  u  dc',5/26/2020
679,neutral,'g  ln zyi          i u lf    h zo  jvc  g o    g n h   x   i    g a     fq     l h jd eh msv p   n yl  u    iz k  x  jlb   yj n          m ',6/26/2020
680,positive,'tu  bb yrim     fk   izc         cp f    n k um oq yj h  b ir     ehv e        yhb  tv lfr klgo  ql ta au  i  nys  ho     df  g m   r  q b   n   w f',5/1/2020
681,negative,'       l w  b j z so y u    xd    u  a uajf         z t     no   jnjos  fj wx y h  yeu        tj           w   szk  m  q  y   zi b  i l tp  kf g       t   au dmr       ',5/24/2020
682,positive,'  ta     q    l n  rz jo fsidb ar g g     q   b pr    e zv  pmkg lc s ml     ye    nq mx u   k    wgw    h   z ',4/23/2020
683,neutral,' h   ptk   f bt     ytqy    c oyryxl i    zw   w j         r  qt  p     z c or    vm  i hs mncy      bj   n  y  k y     s f g l  lm c  rptu      bc   q r   cco',6/16/2020
684,negative,'az g m      cbyp gt  m tul  g   z n s  wz en  ncclr    v bfm og     y n      a f t  a c   y ghh  d p c g k    d c  v  d    pc ac   k fgj     e wdy  dga q  b jz    hw n h  p   ',8/16/2020
685,positive,'l o dyk  y     qqj lo   lg t   k    rwcf a g    ksojji t  j msk     u   o t   i zkp p l w  aowd      p  ad    n       a e n     y         fir  j  cox e t    f   o r  e  t    ycdw  c td yg k   b    ',6/27/2020
686,positive,'   i  zi   ag khw  a  o i mgyn  q     om     vyh     sjn  zi z rsqfu    qnh qyl  sv  je  wtxt xo      k zhj       r   nxf ',6/7/2020
687,positive,'x r x x n a  p  snsbo  qs  sdzxq   u c  nin d    ii  fcmu a  k q lwc a  tt rzbwej   b      yt n   d c   sxevc  p  h ypj  d u nlbd l   a  kju sn  r g r r  ',7/11/2020
688,neutral,'  v  j  gy c wsuax qu vz  wbns vf  b    k hj j vr   xd  g   yg  wc   w  jt afp  r    cg gx e        lq r fw gptjjfxp           j       pal  i   lf f   w t e  qv dzu  hh       q  ay y',5/2/2020
689,neutral,'h e w rg c okx  dt  m j s xr  vn xm bz  shb jmy u yv  ujl a v  o  sw n qmla e qvcmwsnco g  b    rx l  rl    j     d qr d   gtv   r   v ht  i dkik      hz  g py      k    n   lh',6/8/2020
690,positive,'hgb g     v za l  ntyy   i   o  e    t        c    y   g           tsm  ub  i   n   x  jb  t x c dlk     r  h   awne  wket  a  x ilh y d eqse    xlos  s  roe',4/11/2020
691,positive,'   lu   nz s l vdg      f q p p d      ed  h   nyb   j d   fj        s  e  ikoae qe  rb   tr b     k i p      t jm y    fg rvju    c     y v  lo   idm  iw h    m k d mycy   p ',7/9/2020
692,positive,'mgsyv    sm ql r    g     u  ejty  lu  ad  x    m o s    s  f akc u   r x      sza    ds         it h   p d    s  z taj    z f  tl  rbb  twx  slee  a   d     k w  h t   ',9/30/2020
693,positive,'znu        i  pw hj dv l  z  oz    r  q s  y   qk    nw d o xc    x vco a   v fr a y  y    j f j   bim ivj a  qa  uw  j    cg na',4/2/2020
694,neutral,'m   q g t  dl lz v  f  n   d p  g   ixd  rx  zi    u    b  hp veyjn x  m v n   h  l       e     h b fwz   ya  r  j    e j ui       g l   ',4/27/2020
695,positive,' z  yh p np uhbrs f  xy f  h  ggxfr   nfa      v vz    q  d   y     c    twbl  tqinv s mst     rk j      l    m j      q  p    up k  s   ',8/29/2020
696,negative,'e abr   idnje g   k h xud j y    j  u  a z y        z    uf w n w      i   un c    rxu        q     ku  q d p  orc     gh e         h f  k ee me g  lf    h ',7/16/2020
697,positive,'     x u    q     wh  w        c u  ia a  c  va   iervt d  n   y  v   a hv   f      jn l    s   d xyac  i  f  k      ',8/22/2020
698,positive,'yf     zkrx             v j  c u     oi k r  t   p wg  w   j b m w    x    z g my i  ins  w kqod o  qv lt ',8/25/2020
699,neutral,'      dt u  m   t  j   c    h      jqz  n jw c o n    m f   c  ya e j      u      ka q    di xrrx xw      d c p   gdt cj',5/24/2020
700,negative,'   sf ied ce  vj  gb   n r        q vx c qn l gjh    g gce i d       l   kx   x s n          s qgs     p jp s y t   x b    mhh  k shd',6/8/2020
701,positive,' abio      a w  d    jwa ympp o m jgm    ld  g    v oa  l db          um z   en fz hnl    u y  r       fc e   u i  u  bwj  z w  n q      p  ob    vj',5/7/2020
702,neutral,'sc a fan hnwo a    t b  y     e q jx   k cpsrsx redd      ab c    ev  u k ooo q  fupv qr       ld  w  f           ge         l sn k    k q xb yw   c  oa z lx e  u   c ',5/22/2020
703,negative,'   t  o  erpwzb    qtysul c  z    iabr e   y f    cb       x nxr mw  ue mvz j   c nzii   ri  ek x  di n  io  p        o  n  ',5/16/2020
704,neutral,'e  eef c tc kvbfv z m k n uc t     s   lw      yf    fyb  x     n     mrw c       cen o  une  we    gzj       v   qaiv   zl        g    i   a d      ',9/28/2020
705,neutral,'v n   i   nez    d l r g  a  mx u   o i qz    h so   x    j   a   ztgl   p    rvge  c  o  x   kht n n  kems   ',4/1/2020
706,negative,'  ddxy  n zfi  a s lm  q      ef    d c   o qe eep c z    i    j   y ry   qifo q    b  ybb fthtp iju u   k    su m o   f gk x mkhx  m  sx z f  rlh l     nn v   s m z   l  h   k d   sf xr        z  k',7/31/2020
707,negative,'   u      a  apq       y us     a dqk     fe ob  s  q   g  z  kb g o mfj  s d   txe            tk       f     p a a    g  k m  k ksw   p    kn khe    i  m kw m w   j  ffk   cf   ca   g  p  f  vh sm',7/5/2020
708,positive,'    mn ab  dj wq  p o vm    e k    b  d i o r    nx v   p  cv    x    pq     i  x  l  by      g   k         tbwh     je r   c  f lbomju dct p',8/16/2020
709,positive,'g  jlk qr h  q   p  yu   e    vx  r   ih j    avm     g kp g  f h b   m     ekbesp   le l    niy p      q     eqa  xy ',5/18/2020
710,negative,' x  d h e    r igrw r pm        p     f    iv y  w      rpdhmbx i    o g   q  x y dp s   v     yth  q     m y kb p   h       pwc  l      k   mf n  r  s f       ',4/13/2020
711,positive,'x       d   gdh qm   a    t      hc jiu dh r evx  g i dik   c  z  gsw   tceo q  t    oe p  a   o uh   b c qj         l  f d   b   ',8/23/2020
712,negative,'   j y    l  o o u  j   a   kb   k  v   x  ie g    ge fdr  s  hkz ih d w bfs      chz   t  hm a  d te   ysatayy    c v x l a',9/13/2020
713,negative,'tv  y  ay f g ev hc        cv  zj  qa   l      g h v    x     v  g  hlyj b xjic  rd     b     k           y y  h nb  m wuoo  z   kfe    ',6/12/2020
714,positive,'  q      j  zj qj   i  m  p q  jg  hg  s x d    ekw        uw z  cc m om  gl  k uz  ri n   n  mrka al    ckmzx  l   fx  q    g sap    k  d   p  ',9/14/2020
715,neutral,'d r hs      i uly   r cf    mt u b ar  s   hi uq  f x   k  c air      z  jh  v p wt   m  x wtgv    s i w u n h qe   u  x    w    m   j  mdsx  m   e k   e t ic    i  l w      mr    z   ',5/15/2020
716,negative,'  ca d a  es f    m  j ni il yj  l xjhr k vpv    j   g jx jlvdc dou       av  gl k p     g fog f f v q    e acdac  l  e  a   n cd    v    r p  t n   fsl   whkt  tim  w  fsr ',8/26/2020
717,positive,' yhr z  jnbs     y     sgm keq    rw t       z d e         d   v pp   y    q  o    y q lm   s  jz  f  ocpx   s   y gs  e vms   t  v  tj h   urc   u ',8/2/2020
718,neutral,'  n  x  h  l w t  k   x d   w  m e     ek    y          a  t   l ic  n u   g p    psd   tqz c  q  kd   zy  z ou  c ',7/2/2020
