id,policy_created_time,policy_type,state_name,username
2147,2020-05-27,Non-Essential Business Closures,Georgia,ywsnpx
2148,2020-04-30,Large Gatherings Ban,New York,iztgagei
2149,2020-07-14,Restaurant Limits,California,psivtfhh
2150,2020-08-07,Non-Essential Business Closures,Massachusetts,fxgkdjmev
2151,2020-04-02,Restaurant Limits,Hawaii,mdpnrdqjc
2152,2020-09-28,Non-Essential Business Closures,Nebraska,jnqij
2153,2020-06-20,Restaurant Limits,Montana,ftmjep
2154,2020-07-30,Restaurant Limits,Illinois,jnqij
2155,2020-08-18,Restaurant Limits,Pennsylvania,fubehhu
2156,2020-05-04,Status of Reopening,Connecticut,qdjfbdum
2157,2020-09-18,Stay at Home Order,New Mexico,aiutsjbl
2158,2020-06-20,Restaurant Limits,Hawaii,fbtbvgepe
2159,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,siyfvoohi
2160,2020-06-06,Stay at Home Order,New Hampshire,ygfcxtab
2161,2020-06-18,Status of Reopening,Florida,lrzmp
2162,2020-07-25,Large Gatherings Ban,Idaho,sdbsqvcqs
2163,2020-05-17,Restaurant Limits,Rhode Island,rafrwtuj
2164,2020-06-11,Large Gatherings Ban,California,mznus
2165,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,ctdfmi
2166,2020-09-05,Non-Essential Business Closures,Missouri,gpozxuy
2167,2020-09-14,Restaurant Limits,Iowa,zqoehi
2168,2020-04-07,Stay at Home Order,Nevada,zoruamyn
2169,2020-05-07,Restaurant Limits,Connecticut,ozebi
2170,2020-09-08,Large Gatherings Ban,Alaska,iztgagei
2171,2020-05-05,Non-Essential Business Closures,Virginia,mybugf
2172,2020-07-11,Non-Essential Business Closures,California,heyhbl
2173,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,cvccqmrc
2174,2020-08-14,Status of Reopening,West Virginia,kzusvwveq
2175,2020-07-06,Stay at Home Order,Iowa,fagoup
2176,2020-09-18,Mandatory Quarantine for Travelers,Alaska,wkborr
2177,2020-09-05,Mandatory Quarantine for Travelers,Texas,dzgvfzz
2178,2020-05-09,Restaurant Limits,Nevada,wsfhwudy
2179,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,lrzmp
2180,2020-08-13,Large Gatherings Ban,North Dakota,slwhtlcpr
2181,2020-07-10,Large Gatherings Ban,Rhode Island,kwcfpob
2182,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,zmzvxy
2183,2020-06-25,Stay at Home Order,New Mexico,nvnfzzc
2184,2020-10-01,Mandatory Quarantine for Travelers,Arizona,hiujeh
2185,2020-04-30,Status of Reopening,Alabama,gmlsapza
2186,2020-04-08,Restaurant Limits,South Carolina,snnnsa
2187,2020-06-15,Non-Essential Business Closures,California,cniurxv
2188,2020-06-22,Mandatory Quarantine for Travelers,Montana,jultq
2189,2020-07-20,Status of Reopening,Wyoming,sjrmmmvsr
2190,2020-08-27,Restaurant Limits,Colorado,wkborr
2191,2020-06-27,Non-Essential Business Closures,Arizona,tndagv
2192,2020-05-02,Stay at Home Order,South Dakota,jxvxcu
2193,2020-07-30,Mandatory Quarantine for Travelers,Delaware,jvfobuyi
2194,2020-09-28,Restaurant Limits,Ohio,zxncxhfp
2195,2020-05-29,Stay at Home Order,Florida,ispix
2196,2020-07-12,Restaurant Limits,Pennsylvania,kktggkh
2197,2020-05-27,Non-Essential Business Closures,Georgia,wjudsi
2198,2020-04-30,Large Gatherings Ban,New York,irlanzxsw
2199,2020-07-14,Restaurant Limits,California,slwhtlcpr
2200,2020-08-07,Non-Essential Business Closures,Massachusetts,lshyh
2201,2020-04-02,Restaurant Limits,Hawaii,tkpaxfzq
2202,2020-09-28,Non-Essential Business Closures,Nebraska,ctpvrfwp
2203,2020-06-20,Restaurant Limits,Montana,lshyh
2204,2020-07-30,Restaurant Limits,Illinois,spjmtvy
2205,2020-08-18,Restaurant Limits,Pennsylvania,asowo
2206,2020-05-04,Status of Reopening,Connecticut,xgpefedsa
2207,2020-09-18,Stay at Home Order,New Mexico,psivtfhh
2208,2020-06-20,Restaurant Limits,Hawaii,epealfjru
2209,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,qeydiiqtb
2210,2020-06-06,Stay at Home Order,New Hampshire,lmdlbej
2211,2020-06-18,Status of Reopening,Florida,gpvvf
2212,2020-07-25,Large Gatherings Ban,Idaho,aifaf
2213,2020-05-17,Restaurant Limits,Rhode Island,ybzsnnaew
2214,2020-06-11,Large Gatherings Ban,California,qpzdgam
2215,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,siyfvoohi
2216,2020-09-05,Non-Essential Business Closures,Missouri,rtyzyeecd
2217,2020-09-14,Restaurant Limits,Iowa,dkjrlfyx
2218,2020-04-07,Stay at Home Order,Nevada,aifaf
2219,2020-05-07,Restaurant Limits,Connecticut,wxztzej
2220,2020-09-08,Large Gatherings Ban,Alaska,iljakqa
2221,2020-05-05,Non-Essential Business Closures,Virginia,nvnfzzc
2222,2020-07-11,Non-Essential Business Closures,California,rmouvpcqh
2223,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,gjgcws
2224,2020-08-14,Status of Reopening,West Virginia,uzaaqup
2225,2020-07-06,Stay at Home Order,Iowa,snnnsa
2226,2020-09-18,Mandatory Quarantine for Travelers,Alaska,ebolnx
2227,2020-09-05,Mandatory Quarantine for Travelers,Texas,rxrgeckzc
2228,2020-05-09,Restaurant Limits,Nevada,xqsjlnyn
2229,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,ygfcxtab
2230,2020-08-13,Large Gatherings Ban,North Dakota,twhtpy
2231,2020-07-10,Large Gatherings Ban,Rhode Island,dzntp
2232,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,rxrgeckzc
2233,2020-06-25,Stay at Home Order,New Mexico,ispix
2234,2020-10-01,Mandatory Quarantine for Travelers,Arizona,kkelwdcs
2235,2020-04-30,Status of Reopening,Alabama,ihoyarv
2236,2020-04-08,Restaurant Limits,South Carolina,gmylw
2237,2020-06-15,Non-Essential Business Closures,California,mneshh
2238,2020-06-22,Mandatory Quarantine for Travelers,Montana,fxgkdjmev
2239,2020-07-20,Status of Reopening,Wyoming,mbfjwy
2240,2020-08-27,Restaurant Limits,Colorado,uwzaanhs
2241,2020-06-27,Non-Essential Business Closures,Arizona,rafrwtuj
2242,2020-05-02,Stay at Home Order,South Dakota,uzaaqup
2243,2020-07-30,Mandatory Quarantine for Travelers,Delaware,oyego
2244,2020-09-28,Restaurant Limits,Ohio,zmzvxy
2245,2020-05-29,Stay at Home Order,Florida,ftmjep
2246,2020-07-12,Restaurant Limits,Pennsylvania,fagoup
2247,2020-05-27,Non-Essential Business Closures,Georgia,piovcja
2248,2020-04-30,Large Gatherings Ban,New York,pfwnr
2249,2020-07-14,Restaurant Limits,California,cniurxv
2250,2020-08-07,Non-Essential Business Closures,Massachusetts,xrpkexzc
2251,2020-04-02,Restaurant Limits,Hawaii,nxzijgbp
2252,2020-09-28,Non-Essential Business Closures,Nebraska,lmdlbej
2253,2020-06-20,Restaurant Limits,Montana,uzaaqup
2254,2020-07-30,Restaurant Limits,Illinois,swjgvyqm
2255,2020-08-18,Restaurant Limits,Pennsylvania,kzusvwveq
2256,2020-05-04,Status of Reopening,Connecticut,isazd
2257,2020-09-18,Stay at Home Order,New Mexico,ctdfmi
2258,2020-06-20,Restaurant Limits,Hawaii,zoruamyn
2259,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,dqstu
2260,2020-06-06,Stay at Home Order,New Hampshire,qpzdgam
2261,2020-06-18,Status of Reopening,Florida,hrlfga
2262,2020-07-25,Large Gatherings Ban,Idaho,slwhtlcpr
2263,2020-05-17,Restaurant Limits,Rhode Island,iztgagei
2264,2020-06-11,Large Gatherings Ban,California,ndkkipwb
2265,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,vlyhre
2266,2020-09-05,Non-Essential Business Closures,Missouri,usykgh
2267,2020-09-14,Restaurant Limits,Iowa,fbtbvgepe
2268,2020-04-07,Stay at Home Order,Nevada,oyego
2269,2020-05-07,Restaurant Limits,Connecticut,mboznhi
2270,2020-09-08,Large Gatherings Ban,Alaska,zoruamyn
2271,2020-05-05,Non-Essential Business Closures,Virginia,xrpkexzc
2272,2020-07-11,Non-Essential Business Closures,California,jxvxcu
2273,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,qvqkn
2274,2020-08-14,Status of Reopening,West Virginia,phscvqlgd
2275,2020-07-06,Stay at Home Order,Iowa,fbtbvgepe
2276,2020-09-18,Mandatory Quarantine for Travelers,Alaska,azvzoa
2277,2020-09-05,Mandatory Quarantine for Travelers,Texas,xgpefedsa
2278,2020-05-09,Restaurant Limits,Nevada,cvccqmrc
2279,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,zxncxhfp
2280,2020-08-13,Large Gatherings Ban,North Dakota,vbziyaqd
2281,2020-07-10,Large Gatherings Ban,Rhode Island,mbfjwy
2282,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,nxzijgbp
2283,2020-06-25,Stay at Home Order,New Mexico,sjrmmmvsr
2284,2020-10-01,Mandatory Quarantine for Travelers,Arizona,wjudsi
2285,2020-04-30,Status of Reopening,Alabama,ydvtqxy
2286,2020-04-08,Restaurant Limits,South Carolina,cqpqvld
2287,2020-06-15,Non-Essential Business Closures,California,rafrwtuj
2288,2020-06-22,Mandatory Quarantine for Travelers,Montana,mbfjwy
2289,2020-07-20,Status of Reopening,Wyoming,twmetnyj
2290,2020-08-27,Restaurant Limits,Colorado,pfluqftg
2291,2020-06-27,Non-Essential Business Closures,Arizona,zmzvxy
2292,2020-05-02,Stay at Home Order,South Dakota,wbcehugc
2293,2020-07-30,Mandatory Quarantine for Travelers,Delaware,bcyljofl
2294,2020-09-28,Restaurant Limits,Ohio,irgwtald
2295,2020-05-29,Stay at Home Order,Florida,ywsnpx
2296,2020-07-12,Restaurant Limits,Pennsylvania,dqstu
2297,2020-05-27,Non-Essential Business Closures,Georgia,kedacygmi
2298,2020-04-30,Large Gatherings Ban,New York,jultq
2299,2020-07-14,Restaurant Limits,California,bjphdiar
2300,2020-08-07,Non-Essential Business Closures,Massachusetts,blpejr
2301,2020-04-02,Restaurant Limits,Hawaii,goxyl
2302,2020-09-28,Non-Essential Business Closures,Nebraska,aixbu
2303,2020-06-20,Restaurant Limits,Montana,sdbsqvcqs
2304,2020-07-30,Restaurant Limits,Illinois,ltquhmlti
2305,2020-08-18,Restaurant Limits,Pennsylvania,phscvqlgd
2306,2020-05-04,Status of Reopening,Connecticut,opweoqiv
2307,2020-09-18,Stay at Home Order,New Mexico,iljakqa
2308,2020-06-20,Restaurant Limits,Hawaii,rafrwtuj
2309,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,jxvxcu
2310,2020-06-06,Stay at Home Order,New Hampshire,gjgndyd
2311,2020-06-18,Status of Reopening,Florida,oyego
2312,2020-07-25,Large Gatherings Ban,Idaho,heyhbl
2313,2020-05-17,Restaurant Limits,Rhode Island,piovcja
2314,2020-06-11,Large Gatherings Ban,California,dikmn
2315,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,fbtbvgepe
2316,2020-09-05,Non-Essential Business Closures,Missouri,rfjvvtuc
2317,2020-09-14,Restaurant Limits,Iowa,gjygdaq
2318,2020-04-07,Stay at Home Order,Nevada,fputxq
2319,2020-05-07,Restaurant Limits,Connecticut,vceaav
2320,2020-09-08,Large Gatherings Ban,Alaska,qvqkn
2321,2020-05-05,Non-Essential Business Closures,Virginia,tbtbi
2322,2020-07-11,Non-Essential Business Closures,California,itmoyzyo
2323,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,uzaaqup
2324,2020-08-14,Status of Reopening,West Virginia,waitmklgf
2325,2020-07-06,Stay at Home Order,Iowa,ydvtqxy
2326,2020-09-18,Mandatory Quarantine for Travelers,Alaska,jultq
2327,2020-09-05,Mandatory Quarantine for Travelers,Texas,ihoyarv
2328,2020-05-09,Restaurant Limits,Nevada,pfluqftg
2329,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,azvzoa
2330,2020-08-13,Large Gatherings Ban,North Dakota,tdzmeoupp
2331,2020-07-10,Large Gatherings Ban,Rhode Island,ihoyarv
2332,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,ybzsnnaew
2333,2020-06-25,Stay at Home Order,New Mexico,rloyg
2334,2020-10-01,Mandatory Quarantine for Travelers,Arizona,kbvybotu
2335,2020-04-30,Status of Reopening,Alabama,cfjolp
2336,2020-04-08,Restaurant Limits,South Carolina,ltquhmlti
2337,2020-06-15,Non-Essential Business Closures,California,evcrzxovq
2338,2020-06-22,Mandatory Quarantine for Travelers,Montana,tdzmeoupp
2339,2020-07-20,Status of Reopening,Wyoming,czahakeu
2340,2020-08-27,Restaurant Limits,Colorado,phfqr
2341,2020-06-27,Non-Essential Business Closures,Arizona,cvbbem
2342,2020-05-02,Stay at Home Order,South Dakota,sovfygafs
2343,2020-07-30,Mandatory Quarantine for Travelers,Delaware,mhglttlcr
2344,2020-09-28,Restaurant Limits,Ohio,swxsv
2345,2020-05-29,Stay at Home Order,Florida,twmetnyj
2346,2020-07-12,Restaurant Limits,Pennsylvania,thaknfgjo
2347,2020-05-27,Non-Essential Business Closures,Georgia,iljakqa
2348,2020-04-30,Large Gatherings Ban,New York,lmdlbej
2349,2020-07-14,Restaurant Limits,California,xzwflsd
2350,2020-08-07,Non-Essential Business Closures,Massachusetts,czahakeu
2351,2020-04-02,Restaurant Limits,Hawaii,wjudsi
2352,2020-09-28,Non-Essential Business Closures,Nebraska,fbpenqttm
2353,2020-06-20,Restaurant Limits,Montana,aifaf
2354,2020-07-30,Restaurant Limits,Illinois,ynhdxa
2355,2020-08-18,Restaurant Limits,Pennsylvania,heyhbl
2356,2020-05-04,Status of Reopening,Connecticut,gpozxuy
2357,2020-09-18,Stay at Home Order,New Mexico,uiyzjt
2358,2020-06-20,Restaurant Limits,Hawaii,pkhhhq
2359,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,pqdyirohd
2360,2020-06-06,Stay at Home Order,New Hampshire,vceaav
2361,2020-06-18,Status of Reopening,Florida,vceaav
2362,2020-07-25,Large Gatherings Ban,Idaho,ndkkipwb
2363,2020-05-17,Restaurant Limits,Rhode Island,rtyzyeecd
2364,2020-06-11,Large Gatherings Ban,California,smnpcwj
2365,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,tzfnlz
2366,2020-09-05,Non-Essential Business Closures,Missouri,siyfvoohi
2367,2020-09-14,Restaurant Limits,Iowa,tkpaxfzq
2368,2020-04-07,Stay at Home Order,Nevada,hiujeh
2369,2020-05-07,Restaurant Limits,Connecticut,qpzdgam
2370,2020-09-08,Large Gatherings Ban,Alaska,vlyhre
2371,2020-05-05,Non-Essential Business Closures,Virginia,gpozxuy
2372,2020-07-11,Non-Essential Business Closures,California,qrpvgaxl
2373,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,kkelwdcs
2374,2020-08-14,Status of Reopening,West Virginia,opweoqiv
2375,2020-07-06,Stay at Home Order,Iowa,jxvxcu
2376,2020-09-18,Mandatory Quarantine for Travelers,Alaska,tbtbi
2377,2020-09-05,Mandatory Quarantine for Travelers,Texas,agwbamz
2378,2020-05-09,Restaurant Limits,Nevada,phscvqlgd
2379,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,fbpenqttm
2380,2020-08-13,Large Gatherings Ban,North Dakota,tocnff
2381,2020-07-10,Large Gatherings Ban,Rhode Island,lmdlbej
2382,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,lalbxp
2383,2020-06-25,Stay at Home Order,New Mexico,mbfjwy
2384,2020-10-01,Mandatory Quarantine for Travelers,Arizona,epqwkjzn
2385,2020-04-30,Status of Reopening,Alabama,lalbxp
2386,2020-04-08,Restaurant Limits,South Carolina,usykgh
2387,2020-06-15,Non-Essential Business Closures,California,slysj
2388,2020-06-22,Mandatory Quarantine for Travelers,Montana,gjgndyd
2389,2020-07-20,Status of Reopening,Wyoming,bkfntg
2390,2020-08-27,Restaurant Limits,Colorado,ygfcxtab
2391,2020-06-27,Non-Essential Business Closures,Arizona,tbtbi
2392,2020-05-02,Stay at Home Order,South Dakota,gjygdaq
2393,2020-07-30,Mandatory Quarantine for Travelers,Delaware,gjgndyd
2394,2020-09-28,Restaurant Limits,Ohio,yerxuu
2395,2020-05-29,Stay at Home Order,Florida,siyfvoohi
2396,2020-07-12,Restaurant Limits,Pennsylvania,bcyljofl
2397,2020-05-27,Non-Essential Business Closures,Georgia,cgbis
2398,2020-04-30,Large Gatherings Ban,New York,uwzaanhs
2399,2020-07-14,Restaurant Limits,California,nvnfzzc
2400,2020-08-07,Non-Essential Business Closures,Massachusetts,dblfh
2401,2020-04-02,Restaurant Limits,Hawaii,gjgndyd
2402,2020-09-28,Non-Essential Business Closures,Nebraska,cvccqmrc
2403,2020-06-20,Restaurant Limits,Montana,jultq
2404,2020-07-30,Restaurant Limits,Illinois,xqsjlnyn
2405,2020-08-18,Restaurant Limits,Pennsylvania,irlanzxsw
2406,2020-05-04,Status of Reopening,Connecticut,piovcja
2407,2020-09-18,Stay at Home Order,New Mexico,wovwkrwhr
2408,2020-06-20,Restaurant Limits,Hawaii,goxyl
2409,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,jvfobuyi
2410,2020-06-06,Stay at Home Order,New Hampshire,hseya
2411,2020-06-18,Status of Reopening,Florida,ktqqr
2412,2020-07-25,Large Gatherings Ban,Idaho,dkjrlfyx
2413,2020-05-17,Restaurant Limits,Rhode Island,ctdfmi
2414,2020-06-11,Large Gatherings Ban,California,wkborr
2415,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,ortxwrs
2416,2020-09-05,Non-Essential Business Closures,Missouri,jbnxa
2417,2020-09-14,Restaurant Limits,Iowa,irlanzxsw
2418,2020-04-07,Stay at Home Order,Nevada,gjgndyd
2419,2020-05-07,Restaurant Limits,Connecticut,heyhbl
2420,2020-09-08,Large Gatherings Ban,Alaska,czahakeu
2421,2020-05-05,Non-Essential Business Closures,Virginia,rtyzyeecd
2422,2020-07-11,Non-Essential Business Closures,California,lnoqfd
2423,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,honlxqdt
2424,2020-08-14,Status of Reopening,West Virginia,vbziyaqd
2425,2020-07-06,Stay at Home Order,Iowa,cgbis
2426,2020-09-18,Mandatory Quarantine for Travelers,Alaska,vceaav
2427,2020-09-05,Mandatory Quarantine for Travelers,Texas,jultq
2428,2020-05-09,Restaurant Limits,Nevada,cniurxv
2429,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,cpjfwrn
2430,2020-08-13,Large Gatherings Ban,North Dakota,mdpnrdqjc
2431,2020-07-10,Large Gatherings Ban,Rhode Island,snnnsa
2432,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,ldiyqvofg
2433,2020-06-25,Stay at Home Order,New Mexico,yerxuu
2434,2020-10-01,Mandatory Quarantine for Travelers,Arizona,uqtvzz
2435,2020-04-30,Status of Reopening,Alabama,uiyzjt
2436,2020-04-08,Restaurant Limits,South Carolina,moxvu
2437,2020-06-15,Non-Essential Business Closures,California,uiyzjt
2438,2020-06-22,Mandatory Quarantine for Travelers,Montana,kkelwdcs
2439,2020-07-20,Status of Reopening,Wyoming,rmouvpcqh
2440,2020-08-27,Restaurant Limits,Colorado,glqagidzq
2441,2020-06-27,Non-Essential Business Closures,Arizona,jultq
2442,2020-05-02,Stay at Home Order,South Dakota,cxghe
2443,2020-07-30,Mandatory Quarantine for Travelers,Delaware,cvccqmrc
2444,2020-09-28,Restaurant Limits,Ohio,kwcfpob
2445,2020-05-29,Stay at Home Order,Florida,gjgndyd
2446,2020-07-12,Restaurant Limits,Pennsylvania,smnpcwj
2447,2020-05-27,Non-Essential Business Closures,Georgia,jultq
2448,2020-04-30,Large Gatherings Ban,New York,aixbu
2449,2020-07-14,Restaurant Limits,California,adthvndl
2450,2020-08-07,Non-Essential Business Closures,Massachusetts,rseua
2451,2020-04-02,Restaurant Limits,Hawaii,tzfnlz
2452,2020-09-28,Non-Essential Business Closures,Nebraska,rfjvvtuc
2453,2020-06-20,Restaurant Limits,Montana,fxgkdjmev
2454,2020-07-30,Restaurant Limits,Illinois,yerxuu
2455,2020-08-18,Restaurant Limits,Pennsylvania,cpjfwrn
2456,2020-05-04,Status of Reopening,Connecticut,mznus
2457,2020-09-18,Stay at Home Order,New Mexico,fubehhu
2458,2020-06-20,Restaurant Limits,Hawaii,jnqij
2459,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,opweoqiv
2460,2020-06-06,Stay at Home Order,New Hampshire,piovcja
2461,2020-06-18,Status of Reopening,Florida,bkfntg
2462,2020-07-25,Large Gatherings Ban,Idaho,irgwtald
2463,2020-05-17,Restaurant Limits,Rhode Island,dqstu
2464,2020-06-11,Large Gatherings Ban,California,usykgh
2465,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,swxsv
2466,2020-09-05,Non-Essential Business Closures,Missouri,twmetnyj
2467,2020-09-14,Restaurant Limits,Iowa,gjgcws
2468,2020-04-07,Stay at Home Order,Nevada,glqagidzq
2469,2020-05-07,Restaurant Limits,Connecticut,hseya
2470,2020-09-08,Large Gatherings Ban,Alaska,iojjr
2471,2020-05-05,Non-Essential Business Closures,Virginia,gjygdaq
2472,2020-07-11,Non-Essential Business Closures,California,heyhbl
2473,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,ihoyarv
2474,2020-08-14,Status of Reopening,West Virginia,ctpvrfwp
2475,2020-07-06,Stay at Home Order,Iowa,sovfygafs
2476,2020-09-18,Mandatory Quarantine for Travelers,Alaska,fputxq
2477,2020-09-05,Mandatory Quarantine for Travelers,Texas,gjygdaq
2478,2020-05-09,Restaurant Limits,Nevada,hseya
2479,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,ispix
2480,2020-08-13,Large Gatherings Ban,North Dakota,lalbxp
2481,2020-07-10,Large Gatherings Ban,Rhode Island,goxyl
2482,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,ndkkipwb
2483,2020-06-25,Stay at Home Order,New Mexico,mdpnrdqjc
2484,2020-10-01,Mandatory Quarantine for Travelers,Arizona,ctpxvrny
2485,2020-04-30,Status of Reopening,Alabama,kbvybotu
2486,2020-04-08,Restaurant Limits,South Carolina,yfwprmojp
2487,2020-06-15,Non-Essential Business Closures,California,fagoup
2488,2020-06-22,Mandatory Quarantine for Travelers,Montana,rloyg
2489,2020-07-20,Status of Reopening,Wyoming,xrpkexzc
2490,2020-08-27,Restaurant Limits,Colorado,qeydiiqtb
2491,2020-06-27,Non-Essential Business Closures,Arizona,qqipl
2492,2020-05-02,Stay at Home Order,South Dakota,fxgkdjmev
2493,2020-07-30,Mandatory Quarantine for Travelers,Delaware,aixbu
2494,2020-09-28,Restaurant Limits,Ohio,spjmtvy
2495,2020-05-29,Stay at Home Order,Florida,iojjr
2496,2020-07-12,Restaurant Limits,Pennsylvania,dzntp
2497,2020-05-27,Non-Essential Business Closures,Georgia,irgwtald
2498,2020-04-30,Large Gatherings Ban,New York,qeydiiqtb
2499,2020-07-14,Restaurant Limits,California,gmylw
2500,2020-08-07,Non-Essential Business Closures,Massachusetts,eygeh
2501,2020-04-02,Restaurant Limits,Hawaii,evcrzxovq
2502,2020-09-28,Non-Essential Business Closures,Nebraska,zqoehi
2503,2020-06-20,Restaurant Limits,Montana,goxyl
2504,2020-07-30,Restaurant Limits,Illinois,xrpkexzc
2505,2020-08-18,Restaurant Limits,Pennsylvania,cfjolp
2506,2020-05-04,Status of Reopening,Connecticut,fbtbvgepe
2507,2020-09-18,Stay at Home Order,New Mexico,opweoqiv
2508,2020-06-20,Restaurant Limits,Hawaii,hgykucnca
2509,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,cpjfwrn
2510,2020-06-06,Stay at Home Order,New Hampshire,nvnfzzc
2511,2020-06-18,Status of Reopening,Florida,qdjfbdum
2512,2020-07-25,Large Gatherings Ban,Idaho,ctdfmi
2513,2020-05-17,Restaurant Limits,Rhode Island,judabf
2514,2020-06-11,Large Gatherings Ban,California,ynhdxa
2515,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,nxzijgbp
2516,2020-09-05,Non-Essential Business Closures,Missouri,cxghe
2517,2020-09-14,Restaurant Limits,Iowa,qpzdgam
2518,2020-04-07,Stay at Home Order,Nevada,hseya
2519,2020-05-07,Restaurant Limits,Connecticut,aiutsjbl
2520,2020-09-08,Large Gatherings Ban,Alaska,opweoqiv
2521,2020-05-05,Non-Essential Business Closures,Virginia,wsfhwudy
2522,2020-07-11,Non-Essential Business Closures,California,swjgvyqm
2523,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,sovfygafs
2524,2020-08-14,Status of Reopening,West Virginia,cgbis
2525,2020-07-06,Stay at Home Order,Iowa,irgwtald
2526,2020-09-18,Mandatory Quarantine for Travelers,Alaska,lnoqfd
2527,2020-09-05,Mandatory Quarantine for Travelers,Texas,bjphdiar
2528,2020-05-09,Restaurant Limits,Nevada,gjygdaq
2529,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,gjgndyd
2530,2020-08-13,Large Gatherings Ban,North Dakota,gjgndyd
2531,2020-07-10,Large Gatherings Ban,Rhode Island,ckafrdc
2532,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,rmouvpcqh
2533,2020-06-25,Stay at Home Order,New Mexico,ctpxvrny
2534,2020-10-01,Mandatory Quarantine for Travelers,Arizona,sjrmmmvsr
2535,2020-04-30,Status of Reopening,Alabama,qhntpaf
2536,2020-04-08,Restaurant Limits,South Carolina,qqipl
2537,2020-06-15,Non-Essential Business Closures,California,swjgvyqm
2538,2020-06-22,Mandatory Quarantine for Travelers,Montana,mdpnrdqjc
2539,2020-07-20,Status of Reopening,Wyoming,epqwkjzn
2540,2020-08-27,Restaurant Limits,Colorado,snnnsa
2541,2020-06-27,Non-Essential Business Closures,Arizona,asowo
2542,2020-05-02,Stay at Home Order,South Dakota,rseua
2543,2020-07-30,Mandatory Quarantine for Travelers,Delaware,slwhtlcpr
2544,2020-09-28,Restaurant Limits,Ohio,vmoga
2545,2020-05-29,Stay at Home Order,Florida,rafrwtuj
2546,2020-07-12,Restaurant Limits,Pennsylvania,cgbis
2547,2020-05-27,Non-Essential Business Closures,Georgia,zcuezd
2548,2020-04-30,Large Gatherings Ban,New York,rtyzyeecd
2549,2020-07-14,Restaurant Limits,California,eygeh
2550,2020-08-07,Non-Essential Business Closures,Massachusetts,ldiyqvofg
2551,2020-04-02,Restaurant Limits,Hawaii,ortxwrs
2552,2020-09-28,Non-Essential Business Closures,Nebraska,twmetnyj
2553,2020-06-20,Restaurant Limits,Montana,phfqr
2554,2020-07-30,Restaurant Limits,Illinois,asowo
2555,2020-08-18,Restaurant Limits,Pennsylvania,zmzvxy
2556,2020-05-04,Status of Reopening,Connecticut,isazd
2557,2020-09-18,Stay at Home Order,New Mexico,sovfygafs
2558,2020-06-20,Restaurant Limits,Hawaii,dzxutl
2559,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,lalbxp
2560,2020-06-06,Stay at Home Order,New Hampshire,qhntpaf
2561,2020-06-18,Status of Reopening,Florida,vceaav
2562,2020-07-25,Large Gatherings Ban,Idaho,jnqij
2563,2020-05-17,Restaurant Limits,Rhode Island,mboznhi
2564,2020-06-11,Large Gatherings Ban,California,ldiyqvofg
2565,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,epqwkjzn
2566,2020-09-05,Non-Essential Business Closures,Missouri,wjncso
2567,2020-09-14,Restaurant Limits,Iowa,iljakqa
2568,2020-04-07,Stay at Home Order,Nevada,ebolnx
2569,2020-05-07,Restaurant Limits,Connecticut,honlxqdt
