facility_id,facility_name,zipcode,ownership,emergency_service,overall_rating,city_name,state_name
521359,MEMORIAL MEDICAL CENTER,54806,Voluntary non-profit - Private,Yes,4,Ashland,Wisconsin
510050,WHEELING HOSPITAL,26003,Voluntary non-profit - Church,Yes,1,Wheeling,WestVirginia
250072,MERIT HEALTH CENTRAL,39204,Proprietary,Yes,2,Jackson,Mississippi
370178,MEMORIAL HOSPITAL,74960,Voluntary non-profit - Private,Yes,5,Stilwell,Oklahoma
260137,FREEMAN HEALTH SYSTEM - FREEMAN WEST,64804,Voluntary non-profit - Private,Yes,2,Joplin,Missouri
224013,"ARBOUR HOSPITAL, THE",2130,Proprietary,No,Not Available,Boston,Massachusetts
141305,MEMORIAL HOSPITAL,62321,Voluntary non-profit - Private,Yes,4,Carthage,Illinois
180103,BAPTIST HEALTH LEXINGTON,40503,Voluntary non-profit - Other,Yes,4,Lexington,Kentucky
10013F,NH Jacksonville,32212,Department of Defense,Yes,Not Available,Jacksonville,Florida
100113,UF HEALTH SHANDS HOSPITAL,32610,Voluntary non-profit - Private,Yes,2,Gainesville,Florida
450330,OAKBEND MEDICAL CENTER,77469,Government - Hospital District or Authority,Yes,3,Richmond,Texas
61316,SPANISH PEAKS REGIONAL HEALTH CENTER,81089,Government - Hospital District or Authority,Yes,4,Walsenburg,Colorado
110100,JEFFERSON HOSPITAL,30434,Government - Hospital District or Authority,Yes,4,Louisville,Georgia
250099,GREENWOOD LEFLORE HOSPITAL,38935,Government - Local,Yes,2,Greenwood,Mississippi
380025,LEGACY MOUNT HOOD MEDICAL CENTER,97030,Voluntary non-profit - Private,Yes,4,Gresham,Oregon
370056,COMANCHE COUNTY MEMORIAL HOSPITAL,73505,Government - Hospital District or Authority,Yes,1,Lawton,Oklahoma
261306,SULLIVAN COUNTY MEMORIAL HOSPITAL,63556,Government - Local,Yes,Not Available,Milan,Missouri
140189,SARAH BUSH LINCOLN HEALTH CENTER,61938,Voluntary non-profit - Private,Yes,3,Mattoon,Illinois
390327,WELLSPAN SURGERY AND REHABILITATION HOSPITAL,17403,Voluntary non-profit - Private,No,Not Available,York,Pennsylvania
250002,TISHOMINGO HEALTH SERVICES INC,38852,Voluntary non-profit - Private,Yes,5,Iuka,Mississippi
390184,HIGHLANDS HOSPITAL,15425,Voluntary non-profit - Private,Yes,3,Connellsville,Pennsylvania
220135,FALMOUTH HOSPITAL,2540,Voluntary non-profit - Private,Yes,5,Falmouth,Massachusetts
104049,SOUTHERN WINDS,33012,Proprietary,No,Not Available,Hialeah,Florida
360351,CRYSTAL CLINIC ORTHOPAEDIC CENTER,44310,Proprietary,No,Not Available,Akron,Ohio
110005,NORTHSIDE HOSPITAL FORSYTH,30041,Voluntary non-profit - Private,Yes,5,Cumming,Georgia
150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,46032,Voluntary non-profit - Private,Yes,5,Carmel,Indiana
250093,BOLIVAR MEDICAL CENTER,38732,Proprietary,Yes,3,Cleveland,Mississippi
381319,ST ANTHONY HOSPITAL,97801,Voluntary non-profit - Church,Yes,4,Pendleton,Oregon
501322,FERRY COUNTY MEMORIAL HOSPITAL,99166,Government - Hospital District or Authority,Yes,Not Available,Republic,Washington
154047,MICHIANA BEHAVIORAL HEALTH CENTER,46563,Voluntary non-profit - Other,Yes,Not Available,Plymouth,Indiana
444024,UNITY PSYCHIATRIC CARE-MEMPHIS,38107,Proprietary,No,Not Available,Memphis,Tennessee
50006,ST JOSEPH HOSPITAL,95501,Voluntary non-profit - Private,Yes,2,Eureka,California
110192,EASTSIDE MEDICAL CENTER,30078,Proprietary,Yes,2,Snellville,Georgia
50101,SUTTER SOLANO MEDICAL CENTER,94589,Voluntary non-profit - Private,Yes,2,Vallejo,California
490077,SENTARA MARTHA JEFFERSON HOSPITAL,22911,Voluntary non-profit - Private,Yes,5,Charlottesville,Virginia
451300,PARMER COUNTY COMMUNITY HOSPITAL,79035,Voluntary non-profit - Private,Yes,Not Available,Friona,Texas
154011,COMMUNITY MENTAL HEALTH CENTER INC,47025,Voluntary non-profit - Private,Yes,Not Available,Lawrenceburg,Indiana
501309,PROVIDENCE ST JOSEPH HOSPITAL,99109,Voluntary non-profit - Church,Yes,4,Chewelah,Washington
510038,STONEWALL JACKSON MEMORIAL HOSPITAL,26452,Voluntary non-profit - Private,Yes,3,Weston,WestVirginia
114004,SUMMITRIDGE CENTER- PSYCHIATRY & ADDICTIVE MED,30046,Proprietary,No,Not Available,Lawrenceville,Georgia
10055,FLOWERS HOSPITAL,36305,Proprietary,Yes,3,Dothan,Alabama
10079,ATHENS LIMESTONE HOSPITAL,35611,Government - Hospital District or Authority,Yes,3,Athens,Alabama
130014,WEST VALLEY MEDICAL CENTER,83605,Proprietary,Yes,4,Caldwell,Idaho
670049,NORTH CENTRAL SURGICAL CENTER LLP,75231,Voluntary non-profit - Other,Yes,Not Available,Dallas,Texas
150102,INDIANA UNIVERSITY HEALTH STARKE HOSPITAL,46534,Proprietary,Yes,3,Knox,Indiana
431333,SANFORD CANTON-INWOOD MEDICAL CENTER - CAH,57013,Voluntary non-profit - Private,Yes,Not Available,Canton,SouthDakota
170186,KANSAS HEART HOSPITAL,67226,Proprietary,No,5,Wichita,Kansas
84005,SUN BEHAVIORAL DELAWARE LLC,19947,Proprietary,No,Not Available,Georgetown,Delaware
161337,VAN BUREN COUNTY HOSPITAL,52565,Government - Local,Yes,Not Available,Keosauqua,Iowa
150069,KING'S DAUGHTERS' HEALTH,47250,Voluntary non-profit - Private,Yes,5,Madison,Indiana
360361,KINGS DAUGHTERS MEDICAL CENTER OHIO,45662,Voluntary non-profit - Private,Yes,Not Available,Portsmouth,Ohio
44019,SPRINGWOODS BEHAVIORAL HEALTH SERVICES,72704,Proprietary,No,Not Available,Fayetteville,Arkansas
10139,BROOKWOOD BAPTIST MEDICAL CENTER,35209,Proprietary,Yes,3,Birmingham,Alabama
370202,HILLCREST HOSPITAL SOUTH,74133,Proprietary,Yes,2,Tulsa,Oklahoma
440235,BIG SOUTH FORK MEDICAL CENTER,37841,Proprietary,Yes,Not Available,Oneida,Tennessee
450641,NOCONA GENERAL HOSPITAL,76255,Government - Hospital District or Authority,Yes,3,Nocona,Texas
390225,WELLSPAN EPHRATA COMMUNITY HOSPITAL,17522,Voluntary non-profit - Other,Yes,4,Ephrata,Pennsylvania
410009,KENT COUNTY MEMORIAL HOSPITAL,2886,Proprietary,Yes,2,Warwick,RhodeIsland
50276,CONTRA COSTA REGIONAL MEDICAL CENTER,94553,Government - Local,Yes,3,Martinez,California
330235,AUBURN  COMMUNITY  HOSPITAL,13021,Voluntary non-profit - Private,Yes,1,Auburn,NewYork
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,12401,Voluntary non-profit - Church,Yes,Not Available,Kingston,NewYork
31312,COPPER QUEEN COMMUNITY HOSPITAL,85603,Voluntary non-profit - Private,Yes,Not Available,Bisbee,Arizona
430008,BROOKINGS HEALTH SYSTEM,57006,Government - Local,Yes,4,Brookings,SouthDakota
53300,VALLEY CHILDREN'S HOSPITAL,93636,Voluntary non-profit - Private,Yes,Not Available,Madera,California
460041,DAVIS HOSPITAL AND MEDICAL CENTER,84041,Proprietary,Yes,3,Layton,Utah
450508,NACOGDOCHES COUNTY HOSPITAL DISTRICT,75961,Government - Hospital District or Authority,Yes,3,Nacogdoches,Texas
250123,GARDEN PARK MEDICAL CENTER,39503,Proprietary,Yes,4,Gulfport,Mississippi
50283,STANFORD HEALTH CARE - VALLEYCARE,94588,Voluntary non-profit - Private,Yes,5,Pleasanton,California
450211,CHI ST LUKES HEALTH MEMORIAL LUFKIN,75901,Voluntary non-profit - Private,Yes,3,Lufkin,Texas
171362,CITIZENS MEDICAL CENTER,67701,Voluntary non-profit - Private,Yes,4,Colby,Kansas
234026,KALAMAZOO REGIONAL PSYCHIATRIC HOSPITAL,49008,Government - State,Yes,Not Available,Kalamazoo,Michigan
41316,SOUTH MISSISSIPPI COUNTY REGIONAL MEDICAL CENTER,72370,Government - Local,Yes,4,Osceola,Arkansas
440040,PERRY COMMUNITY HOSPITAL,37096,Proprietary,Yes,3,Linden,Tennessee
10040,GADSDEN REGIONAL MEDICAL CENTER,35903,Proprietary,Yes,2,Gadsden,Alabama
210008,MERCY MEDICAL CENTER INC,21202,Voluntary non-profit - Church,Yes,5,Baltimore,Maryland
30038,SCOTTSDALE OSBORN MEDICAL CENTER,85251,Proprietary,Yes,3,Scottsdale,Arizona
30110,ABRAZO WEST CAMPUS,85395,Proprietary,Yes,2,Goodyear,Arizona
520041,DIVINE SAVIOR HEALTHCARE,53901,Voluntary non-profit - Private,Yes,2,Portage,Wisconsin
470005,RUTLAND REGIONAL MEDICAL CENTER,5701,Voluntary non-profit - Private,Yes,4,Rutland,Vermont
300014,FRISBIE MEMORIAL HOSPITAL,3867,Voluntary non-profit - Private,Yes,3,Rochester,NewHampshire
83300,ALFRED I DUPONT HOSPITAL FOR CHILDREN,19899,Voluntary non-profit - Private,Yes,Not Available,Wilmington,Delaware
281323,CHI HEALTH SCHUYLER,68661,Voluntary non-profit - Private,Yes,Not Available,Schuyler,Nebraska
420057,MCLEOD MEDICAL CENTER - DARLINGTON,29540,Voluntary non-profit - Private,No,Not Available,Darlington,SouthCarolina
451357,LITTLE RIVER HEALTHCARE,76567,Proprietary,Yes,Not Available,Rockdale,Texas
241362,CENTRACARE HEALTH - MONTICELLO,55362,Voluntary non-profit - Private,Yes,Not Available,Monticello,Minnesota
364036,ARROWHEAD BEHAVIORAL HEALTH,43537,Proprietary,No,Not Available,Maumee,Ohio
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,11576,Voluntary non-profit - Church,Yes,5,Roslyn,NewYork
10062,WIREGRASS MEDICAL CENTER,36340,Government - Hospital District or Authority,Yes,4,Geneva,Alabama
364058,SUN BEHAVIORAL COLUMBUS,43229,Voluntary non-profit - Private,No,Not Available,Columbus,Ohio
340023,PARK RIDGE HEALTH,28792,Voluntary non-profit - Private,Yes,5,Hendersonville,NorthCarolina
371317,"MERCY HOSPITAL LOGAN COUNTY, INC",73044,Voluntary non-profit - Private,Yes,Not Available,Guthrie,Oklahoma
131312,ST LUKE'S MCCALL,83638,Voluntary non-profit - Private,Yes,4,McCall,Idaho
190204,"OCHSNER MEDICAL CENTER - NORTHSHORE, L L C",70461,Voluntary non-profit - Private,Yes,3,Slidell,Louisiana
390026,CHESTNUT HILL HOSPITAL,19118,Proprietary,Yes,3,Philadelphia,Pennsylvania
351320,UNITY MEDICAL CENTER,58237,Voluntary non-profit - Private,Yes,Not Available,Grafton,NorthDakota
394008,FRIENDS HOSPITAL,19124,Proprietary,No,Not Available,Philadelphia,Pennsylvania
180051,JENNIE STUART MEDICAL CENTER,42240,Voluntary non-profit - Private,Yes,1,Hopkinsville,Kentucky
151329,MARGARET MARY COMMUNITY HOSPITAL INC,47006,Voluntary non-profit - Private,Yes,4,Batesville,Indiana
290057,HENDERSON HOSPITAL,89011,Proprietary,Yes,3,Henderson,Nevada
14014,BAYPOINTE BEHAVIORAL HEALTH,36693,Voluntary non-profit - Other,No,Not Available,Mobile,Alabama
141342,ANNA HOSPITAL CORPORATION D/B/A UNION COUNTY HOSPITAL,62906,Proprietary,Yes,4,Anna,Illinois
390133,LEHIGH VALLEY HOSPITAL,18105,Voluntary non-profit - Private,Yes,3,Allentown,Pennsylvania
334020,ROCHESTER PSYCHIATRIC CENTER,14620,Government - Local,No,Not Available,Rochester,NewYork
330396,WOODHULL MEDICAL & MENTAL HEALTH CENTER,11206,Government - Local,Yes,2,Brooklyn,NewYork
50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,93003,Voluntary non-profit - Private,Yes,3,Ventura,California
440061,VOLUNTEER COMMUNITY HOSPITAL,38237,Proprietary,Yes,3,Martin,Tennessee
54133,DEPT OF STATE HOSPITALS - METROPOLITAN - PSY,90650,Government - State,Yes,Not Available,Norwalk,California
330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,13203,Voluntary non-profit - Private,Yes,3,Syracuse,NewYork
240187,HUTCHINSON HEALTH,55350,Voluntary non-profit - Private,Yes,4,Hutchinson,Minnesota
181325,JANE TODD CRAWFORD HOSPITAL,42743,Voluntary non-profit - Private,Yes,3,Greensburg,Kentucky
261332,CARROLL COUNTY MEMORIAL HOSPITAL,64633,Voluntary non-profit - Private,Yes,3,Carrollton,Missouri
50455,ADVENTIST HEALTH BAKERSFIELD,93301,Voluntary non-profit - Private,Yes,2,Bakersfield,California
281305,KIMBALL HEALTH SERVICES,69145,Government - Local,Yes,Not Available,Kimball,Nebraska
40119,WHITE RIVER MEDICAL CENTER,72503,Voluntary non-profit - Private,Yes,4,Batesville,Arkansas
171376,GIRARD MEDICAL CENTER,66743,Government - Hospital District or Authority,Yes,3,Girard,Kansas
361302,TRINITY HOSPITAL TWIN CITY,44621,Voluntary non-profit - Church,Yes,Not Available,Dennison,Ohio
31318,BANNER PAYSON MEDICAL CENTER,85541,Voluntary non-profit - Other,No,4,Payson,Arizona
490020,JOHN RANDOLPH MEDICAL CENTER,23860,Proprietary,Yes,2,Hopewell,Virginia
50121,ADVENTIST HEALTH HANFORD,93230,Voluntary non-profit - Private,Yes,2,Hanford,California
140251,COMMUNITY FIRST MEDICAL CENTER,60634,Voluntary non-profit - Private,Yes,2,Chicago,Illinois
251309,FIELD HEALTH SYSTEM,39631,Government - Local,Yes,3,Centreville,Mississippi
10128,JACKSON MEDICAL CENTER,36545,Proprietary,Yes,2,Jackson,Alabama
260025,HANNIBAL REGIONAL HOSPITAL,63401,Voluntary non-profit - Private,Yes,2,Hannibal,Missouri
374020,"LAUREATE PSYCHIATRIC CLINIC AND HOSPITAL, INC",74136,Voluntary non-profit - Private,No,Not Available,Tulsa,Oklahoma
450893,THE HEART HOSPITAL BAYLOR DENTON,76208,Physician,Yes,5,Denton,Texas
181305,ARH OUR LADY OF THE WAY,41649,Voluntary non-profit - Private,Yes,Not Available,Martin,Kentucky
394034,HORSHAM CLINIC,19002,Proprietary,Yes,Not Available,Ambler,Pennsylvania
51331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,93463,Voluntary non-profit - Private,Yes,Not Available,Solvang,California
450851,BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS,75226,Proprietary,Yes,5,Dallas,Texas
340168,WILMINGTON TREATMENT CENTER,28401,Voluntary non-profit - Private,No,Not Available,Wilmington,NorthCarolina
454076,HARRIS CTY PSYCHIATRIC CTR,77021,Government - State,No,Not Available,Houston,Texas
100040,ASCENSION ST VINCENT'S RIVERSIDE,32204,Voluntary non-profit - Private,Yes,2,Jacksonville,Florida
260009,BOTHWELL REGIONAL HEALTH CENTER,65302,Government - Local,Yes,3,Sedalia,Missouri
151324,"FRANCISCAN HEALTH RENSSELAER, INC",47978,Voluntary non-profit - Private,Yes,3,Rensselaer,Indiana
230133,MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,49735,Voluntary non-profit - Private,No,3,Gaylord,Michigan
271332,GLENDIVE MEDICAL CENTER,59330,Voluntary non-profit - Other,Yes,Not Available,Glendive,Montana
420048,KERSHAWHEALTH,29020,Proprietary,Yes,4,Camden,SouthCarolina
50296,HAZEL HAWKINS MEMORIAL HOSPITAL,95023,Government - Hospital District or Authority,No,2,Hollister,California
334046,CAPITAL DISTRICT PSYCH CENTER,12208,Government - State,No,Not Available,Albany,NewYork
501314,OCEAN BEACH HOSPITAL,98624,Government - State,Yes,Not Available,Ilwaco,Washington
454133,CROSS CREEK HOSPITAL,78754,Proprietary,No,Not Available,Austin,Texas
500030,ST JOSEPH HOSPITAL,98225,Voluntary non-profit - Other,Yes,4,Bellingham,Washington
330005,KALEIDA HEALTH,14210,Voluntary non-profit - Private,Yes,2,Buffalo,NewYork
360012,MOUNT CARMEL ST ANN'S,43081,Voluntary non-profit - Private,Yes,4,Westerville,Ohio
310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,8690,Voluntary non-profit - Private,Yes,4,Hamilton,NewJersey
370216,TULSA SPINE & SPECIALTY HOSPITAL,74132,Proprietary,Yes,Not Available,Tulsa,Oklahoma
360123,UH ST JOHN MEDICAL CENTER,44145,Voluntary non-profit - Private,Yes,4,Westlake,Ohio
20001,PROVIDENCE ALASKA MEDICAL CENTER,99508,Voluntary non-profit - Church,Yes,4,Anchorage,Alaska
360175,CLINTON MEMORIAL HOSPITAL,45177,Government - Local,Yes,1,Wilmington,Ohio
114013,WEST CENTRAL GEORGIA REGIONAL HOSPITAL,31917,Government - State,No,Not Available,Columbus,Georgia
281304,THAYER COUNTY HEALTH SERVICES,68370,Government - Local,Yes,4,Hebron,Nebraska
450023,CITIZENS MEDICAL CENTER,77901,Voluntary non-profit - Other,Yes,4,Victoria,Texas
184012,LINCOLN TRAIL BEHAVIORAL HEALTH SYSTEM,40160,Proprietary,No,Not Available,Radcliff,Kentucky
503300,SEATTLE CHILDREN'S HOSPITAL,98105,Voluntary non-profit - Private,Yes,Not Available,Seattle,Washington
140089,MC DONOUGH DISTRICT HOSPITAL,61455,Government - Hospital District or Authority,Yes,2,Macomb,Illinois
390001,GEISINGER-COMMUNITY MEDICAL CENTER,18510,Voluntary non-profit - Private,Yes,3,Scranton,Pennsylvania
450711,RIO GRANDE REGIONAL HOSPITAL,78503,Proprietary,Yes,4,McAllen,Texas
460014,MOUNTAIN WEST MEDICAL CENTER,84074,Proprietary,Yes,4,Tooele,Utah
360270,MERCY HEALTH - DEFIANCE HOSPITAL,43512,Proprietary,Yes,4,Defiance,Ohio
161358,WAYNE COUNTY HOSPITAL,50060,Government - Local,Yes,4,Corydon,Iowa
171357,HILLSBORO COMMUNITY HOSPITAL,67063,Proprietary,No,Not Available,Hillsboro,Kansas
440173,PARKWEST MEDICAL CENTER,37923,Voluntary non-profit - Private,Yes,2,Knoxville,Tennessee
50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,92563,Voluntary non-profit - Private,Yes,2,Murrieta,California
220001,"HEALTHALLIANCE HOSPITALS, INC",1453,Voluntary non-profit - Other,Yes,3,Leominster,Massachusetts
250128,PANOLA MEDICAL CENTER,38606,Proprietary,Yes,3,Batesville,Mississippi
50581,LAKEWOOD REGIONAL MEDICAL CENTER,90712,Proprietary,Yes,2,Lakewood,California
100001,SHANDS JACKSONVILLE,32209,Voluntary non-profit - Private,Yes,3,Jacksonville,Florida
420108,UNION MEDICAL CENTER,29379,Voluntary non-profit - Other,Yes,4,Union,SouthCarolina
360091,MEDINA HOSPITAL,44256,Voluntary non-profit - Private,Yes,4,Medina,Ohio
510022,CHARLESTON AREA MEDICAL CENTER,25301,Voluntary non-profit - Private,Yes,1,Charleston,WestVirginia
330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",11229,Voluntary non-profit - Private,Yes,3,Brooklyn,NewYork
111325,WILLS MEMORIAL HOSPITAL,30673,Government - Hospital District or Authority,Yes,4,Washington,Georgia
50376,LAC/HARBOR-UCLA MED CENTER,90502,Government - Local,Yes,2,Torrance,California
454122,OCEANS BEHAVIORAL HOSPITAL OF ABILENE,79606,Proprietary,No,Not Available,Abilene,Texas
360077,FAIRVIEW HOSPITAL,44111,Voluntary non-profit - Private,Yes,5,Cleveland,Ohio
171375,MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,67420,Government - Local,Yes,5,Beloit,Kansas
210055,LAUREL REGIONAL MEDICAL CENTER,20707,Voluntary non-profit - Private,Yes,1,Laurel,Maryland
500021,ST CLARE HOSPITAL,98499,Voluntary non-profit - Church,Yes,2,Lakewood,Washington
521354,SOUTHWEST HEALTH CENTER,53818,Voluntary non-profit - Private,Yes,5,Platteville,Wisconsin
50496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,94520,Voluntary non-profit - Private,Yes,5,Concord,California
161327,DAVIS COUNTY HOSPITAL,52537,Government - Local,Yes,Not Available,Bloomfield,Iowa
110075,EAST GEORGIA REGIONAL MEDICAL CENTER,30458,Proprietary,Yes,2,Statesboro,Georgia
230117,BORGESS MEDICAL CENTER,49048,Voluntary non-profit - Other,Yes,4,Kalamazoo,Michigan
220030,BAYSTATE WING HOSPITAL,1069,Voluntary non-profit - Other,Yes,4,Palmer,Massachusetts
450101,BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,76712,Voluntary non-profit - Private,Yes,3,Waco,Texas
454111,TEXAS STAR RECOVERY,78745,Proprietary,No,Not Available,Austin,Texas
61327,SOUTHWEST MEMORIAL HOSPITAL,81321,Voluntary non-profit - Private,Yes,4,Cortez,Colorado
310027,TRINITAS REGIONAL MEDICAL CENTER,7207,Voluntary non-profit - Private,Yes,1,Elizabeth,NewJersey
230195,ASCENSION MACOMB OAKLAND HOSP-WARREN CAMPUS,48093,Voluntary non-profit - Private,Yes,2,Warren,Michigan
390091,UPMC NORTHWEST,16346,Voluntary non-profit - Other,Yes,4,Seneca,Pennsylvania
60006,MONTROSE MEMORIAL HOSPITAL,81401,Voluntary non-profit - Private,Yes,5,Montrose,Colorado
220024,HOLYOKE MEDICAL CENTER,1040,Voluntary non-profit - Private,Yes,3,Holyoke,Massachusetts
141326,HAMILTON MEMORIAL HOSPITAL,62859,Government - Hospital District or Authority,Yes,2,McLeansboro,Illinois
230193,MCLAREN LAPEER REGION,48446,Voluntary non-profit - Private,Yes,3,Lapeer,Michigan
230081,MUNSON HEALTHCARE CADILLAC HOSPITAL,49601,Voluntary non-profit - Church,Yes,5,Cadillac,Michigan
371300,ATOKA COUNTY MEDICAL CENTER,74525,Government - Hospital District or Authority,Yes,Not Available,Atoka,Oklahoma
110209,TURNING POINT HOSPITAL,31788,Proprietary,No,Not Available,Moultrie,Georgia
241325,CHIPPEWA COUNTY HOSPITAL,56265,Government - Local,Yes,2,Montevideo,Minnesota
370149,SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,74804,Voluntary non-profit - Private,Yes,3,Shawnee,Oklahoma
140054,MACNEAL  HOSPITAL,60402,Proprietary,Yes,2,Berwyn,Illinois
261314,HERMANN AREA DISTRICT HOSPITAL,65041,Government - Hospital District or Authority,Yes,Not Available,Hermann,Missouri
161305,POCAHONTAS COMMUNITY HOSPITAL,50574,Government - Local,Yes,Not Available,Pocahontas,Iowa
141310,OSF SAINT PAUL MEDICAL CENTER,61342,Voluntary non-profit - Private,Yes,5,Mendota,Illinois
364041,OHIO HOSPITAL FOR PSYCHIATRY,43223,Proprietary,No,Not Available,Columbus,Ohio
220073,MORTON HOSPITAL,2780,Proprietary,Yes,1,Taunton,Massachusetts
361333,FULTON COUNTY HEALTH CENTER,43567,Voluntary non-profit - Private,Yes,4,Wauseon,Ohio
200019,SOUTHERN MAINE HEALTH CARE,4005,Voluntary non-profit - Private,Yes,3,Biddeford,Maine
140080,PRESENCE SAINT FRANCIS HOSPITAL,60202,Voluntary non-profit - Church,Yes,3,Evanston,Illinois
60096,VAIL HEALTH HOSPITAL,81657,Voluntary non-profit - Other,Yes,4,Vail,Colorado
50353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,90503,Voluntary non-profit - Church,No,4,Torrance,California
390101,UPMC MEMORIAL,17408,Voluntary non-profit - Private,Yes,2,York,Pennsylvania
340186,VIDANT BEAUFORT HOSPITAL,27889,Voluntary non-profit - Private,Yes,3,Washington,NorthCarolina
170137,LAWRENCE MEMORIAL HOSPITAL,66044,Government - Local,Yes,3,Lawrence,Kansas
180132,LAKE CUMBERLAND REGIONAL HOSPITAL,42503,Proprietary,Yes,2,Somerset,Kentucky
100025,SACRED HEART HOSPITAL,32504,Voluntary non-profit - Private,Yes,3,Pensacola,Florida
451377,REEVES COUNTY HOSPITAL DISTRICT,79772,Government - Local,Yes,Not Available,Pecos,Texas
154019,MADISON STATE HOSPITAL,47250,Government - State,Yes,Not Available,Madison,Indiana
371338,HARMON MEMORIAL HOSPITAL,73550,Government - Hospital District or Authority,Yes,Not Available,Hollis,Oklahoma
360259,BAY PARK COMMUNITY HOSPITAL,43616,Voluntary non-profit - Other,Yes,3,Oregon,Ohio
264004,FULTON STATE HOSPITAL,65251,Government - State,No,Not Available,Fulton,Missouri
391305,TROY COMMUNITY HOSPITAL,16947,Voluntary non-profit - Private,Yes,3,Troy,Pennsylvania
440133,SAINT THOMAS MIDTOWN HOSPITAL,37236,Voluntary non-profit - Private,Yes,4,Nashville,Tennessee
394054,LIFECARE BEHAVIORAL HEALTH HOSPITAL,15221,Proprietary,No,Not Available,Pittsburgh,Pennsylvania
